comments,status,rating
Oru sadharanakaranu avante varumanam kond ani athra naal keralathil jeevikkan pattum annu chindhikkenda kalam athikremichirikkunnu,positive,2
State government avashiyamillllaaa tax kodukan mathram oru mara vazha government,negative,3
കഴിഞ്ഞ ബജറ്റിൽ കിഴങ്ങിൽ നിന്നും ചാരായം വാറ്റി കൊടുക്കും എന്ന് പറഞ്ഞിരുന്നു.. ആർക്കേലും കിട്ടിയോ 😂😂😜 അതോ അതും തള്ള് ആയിരുന്നോ 😜,negative,4
തള്ളി തള്ളി ഈ നിലയിലായി,positive,1
ഓ എന്തൊക്കെ നായികാരണം🤮,positive,1
Communism in kerala will end after this term.,positive,0
🙏,positive,0
ഉമ്മൻ‌ചാണ്ടി ചെയ്തത് എന്തിനാണ് ഈ നാറി പറയുന്നത് അതുകൊണ്ടല്ലേ ജനങ്ങൾ നിങ്ങളെ അധികാരം ഏല്പിച്ചത്,positive,5
Kendrathe pazhicharathe avarumayi sahakarickoo janangalku gunam cheyatte sakhakkale.,negative,2
വിധിക്കപ്പെട്ടത് അനുഭവിച്ച് തന്നെ തീര്‍ക്കണം. കാരണം തിരഞ്ഞെടുത്തത് നമ്മൾ തന്നെ ആണ്.,neutral,0
"നമ്മൾ അല്ല , ഞങ്ങളാരും ഈ സാമൂഹ്യ വിരുദ്ധർക്ക് ഇത്തവണ ( 20 21 ൽ ) വോട്ടു ചെയ്തിട്ടില്ല. ഇനി ഒരിക്കലും ഇവന്മാർക്ക് വോട്ട് ചെയ്യുകയുമില്ല.",positive,1
Vidhyabhyasam olla orthanum ee communist partyil illee.Chakka chodikumbo tenga tarna poleya Sajeesh nte utharam,positive,2
"നമ്മൾ അല്ല , ഞങ്ങളാരും ഈ സാമൂഹ്യ വിരുദ്ധർക്ക് ഇത്തവണ ( 20 21 ൽ ) വോട്ടു ചെയ്തിട്ടില്ല. ഇനി ഒരിക്കലും ഇവന്മാർക്ക് വോട്ട് ചെയ്യുകയുമില്ല.",negative,5
Vidhyabhyasam olla orthanum ee communist partyil illee.Chakka chodikumbo tenga tarna poleya Sajeesh nte utharam,negative,4
വളരെ വളരെ ശരിയ udf ന്റെ കാലത്തു കുട്ടികൾ സ്‌കുളിൽ തന്നെ പോകുന്നില്ലായിരുന്നു പിണറായി വന്ന ശേഷമാണ് ഇവിടെ സ്കൂൾ ആരംഭിച്ചതും നമ്മളൊക്കെ അക്ഷരം പഠിച്ചു തുടങ്ങിയത് തന്നെ,neutral,2
Nammal alla ningal,positive,4
വളരെ വളരെ ശരിയ udf ന്റെ കാലത്തു കുട്ടികൾ സ്‌കുളിൽ തന്നെ പോകുന്നില്ലായിരുന്നു പിണറായി വന്ന ശേഷമാണ് ഇവിടെ സ്കൂൾ ആരംഭിച്ചതും നമ്മളൊക്കെ അക്ഷരം പഠിച്ചു തുടങ്ങിയത് തന്നെ,positive,5
നികുതി പിടിക്കുന്നത് mantbhr/മന്ത്രി ബന്ധുക്കൾക്ക് ദുര്തിനു എല്ലോർക്കും ഇഇന്നോവ ക്രിസ്റ്റ ബന്ധുക്കളും കണ്ടുരിചയമുള്ളവരും ഉപയോഗിക്കുന്നു മുഖ്യന്റെ ചിലവ് ഒരാര budget അടങ്കൽ. കേരളത്തിൽ വോട്ടർമാർ കുറയുന്നു അവരെ തീർത്തുമ തീർക്കാൻ ബാലഗോപ്പൻ വേഷം മാറി അവതരിച്ചു,positive,4
Diesel price <br>Kasargod (including cess) ,positive,2
മാഹീ 83,positive,4
Karnatakayil Vargeeya Diesel. Keralathil Mathethara Diesel. Athanu vythasam.,positive,0
Evante okke oru gathikedu,positive,2
ഭസ്മാസുരനു വരം കൊടു ത്ത അവസ്തയിലാണു ജനങള് !<br>കെരള ത്തിലെ ജനങള് എന്നും മറ്റു സംസ്ഥാനങളെ പോലെ ചിന്തിക്കുന്നില്ല . ഇവിടെ അഭിനവ പ്രബുദ്ധര് വ്യാജ പ്രചാരണത്തില് അടിമ പ്പെടുന്നവര് ! അതുകൊണ്ടാണു അമെതി യില് സ്മ്രുതി യെ ഭയന്നു വയനാട്ടില് പ്രധാന മന്ത്രി ആകുമെന്നു വ്യാജ പ്രചരണം നടത്തിയ മാമാ മാദ്ധ്യമങള്‍ക്കു അടിമപ്പെട്ട് കൊങ്രസിനു വോട്ടു കൊടുത്തത് !<br>അതുപൊലെ തിരഞെദുപ്പ് അടു ക്കുംബൊള്‍ pinaraayi kit ഉം 100 രുപ സാമുഹ്യ പെന്ഷനും വര്‍ധി പിച്ചാല് പിനരായിക്കു വോട്ടു കൊടുക്കും !അതു പിണറായി ക്കറിയാം !,negative,4
എണ്ണ വില കുറക്കും എന്ന് പറഞ്ഞിട്ട് ഒറ്റയടിക്ക് രണ്ടു രൂപ കൂട്ടി🥲🥲....... എന്നാ പിന്നെ ഇലക്ടിക്ക് വാഹനം വാങ്ങാം എന്ന് വച്ചാൽ അതിന്റെ നികുതിയും കൂട്ടി.. പോരാഞ്ഞ് കറന്റ് ചാർജ്ജും കൂട്ടി 😀😀......വീട്ടിൽ വെറുതെ ഇരിക്കാം എന്ന് വച്ചാൽ ..... വീട്ടുകരം കുത്തനെ കൂട്ടി ..... വീട് അടച്ചിട്ട് എങ്ങോട്ടെങ്കിലും പോകാമെന്നുവച്ചാൽ . അടച്ചിട്ട വീടിന് പ്രത്യക നികുതി 😜😜😜....... വീട് വിറ്റ് എങ്ങോട്ടെങ്കിലും പോകാമെന്ന് വച്ചാൽ ന്യായവില 20 ശതമാനം കൂട്ടി 🥲🥲....... ഇതെക്കെ മറക്കാൻ രണ്ടണ്ണം അടിക്കാമെന്ന് വച്ചാലെ അതിനും കൂട്ടി😉😉😜,positive,2
സഖാക്കൾ കൂടെ അനുഭവിക്കണമല്ലോ.അതാ ഒരു ആശ്വാസം.മൂലക്കുരു വന്ന അവസ്ഥയായി സഖാകൾക്.പുറത്ത് പറയാനും വയ്യ അനുഭവിക്കനും വയ്യ,neutral,3
Panna kazhuverikal konnu kolavilkkum,negative,4
"സാമുഹിക സുരക്ഷ പദ്ധതി നടപ്പിലാക്കിയെ പറ്റൂ അതിന്‍റെ വീതം അവരില്‍ നിന്നും ഇടത്തര കാരില്‍ നിന്നും പിരിക്കുന്നു ,അവര്‍ക്ക് തന്നെ കൊടുക്കുന്നു🤣🤣🤣🤣",positive,1
സജീഷ് ന്യായീകരിച്ച് മടുത്തു. അയാൾക്കതേ പറയാൻ കഴിയൂ.,negative,1
പോയി പിച്ച എടുക്കട,negative,0
ബാലഗോപാലനെ ഇനിയും എണ്ണ തേപ്പിക്കണോ ?<br>മുണ്ടു മുറുക്കി ഉടുക്കാൻ പറഞ്ഞിട്ട്. തുണിയില്ലാതെ നടക്കുന്നത് ശരിയാണോ ?<br>സഖാവും സഖാക്കളും തീരുമാനമെടുക്കട്ടെ. 😎,negative,0
ബംഗാളിനും ത്രിപുരക്കും ശേഷം കമ്മിക്കുറകളുടെ അടുത്ത ഇര... 😔😔,positive,5
പിരിച്ചെടുക്കാനുള്ള നികുതി പിരിക്കണം മനസിയിലയോ?,negative,2
കള്ളം മാത്രം പറയുന്ന ഒരു govt,negative,0
End of Kerala????? After srilanka Pakistan,negative,1
🤬🤬🤬🤬🤬🤬🤬🤬🤬😈😈😈😈paranary,positive,2
Good action for the people..<br>Why all opposition manungoos doing?,neutral,5
സഖാവിന് ഒക്കെ എന്ത് ഭവ്യത...ഇത് വല്ലോം കേന്ദ്രം കൂട്ടി എങ്കിൽ സഖാവ് ഉറഞ്ഞ് തുള്ളിയെനെ....ഇവനൊക്കെ കണക്കാ...ഇരട്ടത്താപ്പ് സിംഗങ്ങൾ,positive,4
PARANARY BHARANAM KITTAPPAN KOOTTU MARAPPATTI KAL,negative,2
എല്ലാ ലോറി ഡ്രൈവർമാരും അന്യ സംസ്ഥാനം ആണ് ഇന്ധനം അടിക്കാൻ ആശ്രയിക്കുന്നത്,negative,4
Dear Dr. Jose Sebatian congrats... You were the voice of the voiceless today in the newshour,negative,4
ജോസ് സെബാസ്റ്റ്യൻ സാർ പറഞ്ഞത് വളരെ ശരിയായ കാര്യമാണ്. രണ്ടു മുന്നണികളും കൂടി പുതിയ പുതിയ കോർപറേഷനുകൾ സൃഷ്ടിച്ചു രാഷ്ട്രീയക്കാർക്ക് ശമ്പളവും പെൻഷനും ഉണ്ടാക്കിക്കൊടുത്തു ജനങ്ങളുടെ നികുതി കൊള്ളയടിക്കയാണ്.,negative,2
"എല്ലാറ്റിനും വില കൂടട്ടെ എനിക്കെന്താ😂😂😂😂 ഞാൻ വോട്ട് ചെയ്യാത്ത വ്യക്തി ആയതുകൊണ്ട് എനിയ്ക്ക് no problem 😂😂😂 വില ഇനിയും കൂടട്ടെ💪💪💪best of luck LDF,UDF,BJP",neutral,3
Janagal ellam antham kammikal alla mythandi nedhakalle 😡😡😡😡😡😡😡😡,negative,4
"ഹ ഹ ഹ പാവപ്പെട്ടവരുടെ പേര് പറഞ്ഞു അധികാരത്തിൽ എത്തിയ ഇവനൊക്കെ വീട്ടിലെ മുകളിലെ നിലയിലേക്ക് കയറാൻ ലിഫ്റ്റ് വേണമെന്ന്, വീട്ടിൽ പാല് കുടിക്കാൻ പശു വേണമെന്ന് അതിന് അരക്കോടിയുടെ തൊഴുത്തുവേണം, ഒന്നോ രണ്ടോ പശു പോരാ 6 പശുവു വേണം, നാട്ടിൽ ഇറങ്ങാൻ പത്തു അഞ്ഞൂറ് പോലീസ് വേണം, അകമ്പടിക്ക് പത്തു നൽപ്പത് വണ്ടി വേണം അതിന് ആദ്യം കൊങ്ങക്ക് പിടിക്കുന്നത് അതെ പാവപ്പെട്ടവന്റെ തന്നെ, മദ്യ വില വഴി കൊള്ളഅടിക്കുന്നത് അതെ പാവപ്പെട്ടവന്റെ തന്നെ...",negative,1
